رقم السجل,اسم النشاط,الفئة الرئيسية,التصنيف الفرعي,نوع النشاط الأصلي,التصنيف الأصلي,المدينة,المدينة / القرية,العنوان,الهاتف,واتساب,فيسبوك,إنستغرام,الموقع الإلكتروني,مواعيد العمل,تقييم جوجل,عدد مراجعات جوجل,نطاق الأسعار,معرّف المكان في جوجل,رابط خرائط جوجل,الوصف,معلومات الأسعار,الصور,نشاط إلكتروني فقط,موثّق,المصدر,نوع المصدر,تاريخ الجمع,خط العرض,خط الطول
188,Banha Fertility & ICSI Center,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Sheikh Hassan Youssef St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
189,Basata متجر - Banha,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,متجر,متجر متنوع,,كفر الجزار - بنها,أول طريق بنها كفر الجزار,200216233.0,,,,,,,,,,,,,,False,False,جوجل خرائط local listing,,,,
190,Bashayer Pastry,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"3 Abdel Hafez St., Kafr Manaqer, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
191,Bazooka Fried Chicken,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Corniche El Nil St., Villas District, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
192,Bedaya Psychiatry,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Seif El Nasr St. Off El Shaheed Farid Nada St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
193,Benha Laser Center,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Maahad El Diny St. Habib Bldg., Villas Zone, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
194,Bokharest Black,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Kamal El Din Hussein St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
195,Buffalo Burger,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Kamal El Din Hussein St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
196,Candy Crush,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Koleyet El Tegara St., Villas Zone, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
197,City Crepe,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"El Tahrir St., Villas Zone, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
198,Cook Door,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Corniche El Nil St., Villas Zone, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
199,Crepe Spicy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Torad El Nil Bldgs., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
200,Donuts Pastry,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Farid Nada St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
201,Dr. Aaesha El Shafaey,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"39 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
202,Dr. Abdel Azim Mohamed Afify,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 Gharb El Estad St., El Ahram, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
203,Dr. Abdel Aziz Ahmed,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Rania Tower, El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
204,Dr. Abdel Basset El Shaarawy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
205,Dr. Abdel Gawad Tarih,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"17 Abdel Satar El Attar St. Off Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
206,Dr. Abdel Halim El Kasapy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"9 Awlad Heikal St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
207,Dr. Abdel Latif Mohamed El Khouly,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"4 El Sheddeya St., El Sheddeya, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
208,Dr. Abdel Qader Farrag,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
209,Dr. Abdel Rahim Kamel El Badawy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 El Tahrir St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
210,Dr. Abdel Rahman Maghawry,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Salah El Din St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
211,Dr. Abdel Razeq Sharaf,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"3 Port Said Bldgs., Corniche El Nil St., El Sheddeya, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
212,Dr. Abdel Samad El Desouqy Mohamed,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Modereya St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
213,Dr. Abdel Sattar Aly,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"2 Farid Nada St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
214,Dr. Abdel Shafy Mohamady,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"23 El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
215,Dr. Adel Hafez El Fallah,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 Farid Nada St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
216,Dr. Adel Rashed Hamid,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"7 Farid Nada St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
217,Dr. Ahmed Abdel Aaty,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 Salah Kamel Hegazy St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
218,Dr. Ahmed Abdel Aziz,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"22 Naguib El Noury St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
219,Dr. Ahmed Abdel Sadeq,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 El Ashraf St., Floor 3, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
220,Dr. Ahmed Aql,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 Mekka Tower, Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
221,Dr. Ahmed El Shaal,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Segn St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
222,Dr. Ahmed Ezzat,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"36 El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
223,Dr. Ahmed Fathallah,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"15 El Dahshan St., El Sheddeya, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
224,Dr. Ahmed Hany Wahdan,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., El Serafy Tower, 5th Floor, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
225,Dr. Ahmed Hussein,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"27 Abdel Sattar El Attar St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
226,Dr. Ahmed Ibrahim,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Koleyet El Tegara St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
227,Dr. Ahmed Mohamed Abdel Azim,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"36 El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
228,Dr. Ahmed Mohamed El Mahdy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"24 Abdel Hafez St., Kafr Manaqer, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
229,Dr. Ahmed Mohamed Salem,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Floor 3, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
230,Dr. Ahmed Mohy Abdel Aziz,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Farid Nada St., El Nagdah, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
231,Dr. Ahmed Mostafa El Nany,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Adawy St. Off Abdel Hafeez St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
232,Dr. Ahmed Sabry,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
233,Dr. Ahmed Samir,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"36 El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
234,Dr. Ahmed Shawky Ezzat,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
235,Dr. Ahmed Shawky Gheith,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
236,Dr. Ahmed Shawky Wafa,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"15 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
237,Dr. Ahmed Sobhy Allam,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"18 Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
238,Dr. Ahmed Thabet,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"12 Seif El Nasr St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
239,Dr. Ahmed Tharwat Nassar,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Modereya St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
240,Dr. Ahmed Zaidan,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 Salah Kamel Hegazy St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
241,Dr. Alaa Abdel Moaty,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 Salah Kamel Hegazy St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
242,Dr. Alaa El Din Gouda,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"19 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
243,Dr. Albeir Ibrahim,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Modereya St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
244,Dr. Aly Azouz,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Riad St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
245,Dr. Aly El Sayed Aly,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Maqsoud St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
246,Dr. Amgad Mostafa Badr,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"27 Abdel Sattar El Attar St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
247,Dr. Amr El Naggar,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"16 Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
248,Dr. Anas Mohamed Qashwa,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Mahkama St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
249,Dr. Ashraf Azzam,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Basta Rd., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
250,Dr. Ashraf El Neanaey,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 Salah Kamel Hegazy St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
251,Dr. Ashraf El Shafaey,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"7 El Shemout St., Mansheyet El Nour, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
252,Dr. Ashraf Ismail,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"11 Bank Misr St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
253,Dr. Ashraf Mohamed El Mahdy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"24 Abdel Hafez St., Kafr Manaqer, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
254,Dr. Ashraf Salah El Din El Hamshary,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Saad Zaghloul Sq., El Balabeya Bldg., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
255,Dr. Assem Abdel Aal,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"3 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
256,Dr. Ayman El Badry,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"13 Salah Kamel Hegazy St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
257,Dr. Bahaa El Din Abd Raboh,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 Mekka Tower, Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
258,Dr. Cinnamon,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,مطاعم,,,مدينة بنها,"Corniche El Nil St., Villas Zone, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
259,Dr. Dina Gamal,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
260,Dr. Effat Hussein Asr,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"12 Abdel Hafez St., Kafr Manaqer, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
261,Dr. Ehab Abdel Fattah,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"3 El Dahshan St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
262,Dr. El Sayed Abdel Rahman El Sayed,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
263,Dr. El Sayed Afify El Qattan,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"15 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
264,Dr. El Sayed El Moqadem,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Modereya St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
265,Dr. El Sayed Mohamed El Naggar,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Arnab St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
266,Dr. El Sayed Qaoud,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Kobry St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
267,Dr. Elham Abdel Azim Gad,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"15 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
268,Dr. Elham Abdel Aziz Sarhan,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"3 Abdel Moneim Mousa St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
269,Dr. Esraa Mostafa El Mahallawy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"3 Salah El Din St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
270,Dr. Essam Abdel Aziz Farad,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"39 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
271,Dr. Essam Mohamed,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Saad Zaghloul Sq., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
272,Dr. Ezzat Abdel Rahman Shahin,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"19 Salah El Din St. Off Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
273,Dr. Fatema El Shabasy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Far St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
274,Dr. Fatema Mohamed,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Koleyet El Tegara St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
275,Dr. Fathy El Nos,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Hamza St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
276,Dr. Fatma Abdel Aal,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"49 Sedqy Ibrahim Ismail St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
277,Dr. Fatma Gamal,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"3 Salem St., Mansheyet El Nour, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
278,Dr. Gamal Ibrahim,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"1 El Tahrir St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
279,Dr. Gamal Maged,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Nassar St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
280,Dr. Gamal Saleh,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"37 Ibn El Rashid St., Off Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
281,Dr. Ghada Abdel Hady,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"4 Farid Nada St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
282,Dr. Hala Helmy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"15 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
283,Dr. Hamdy Ahmed Abdou,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Dahshan St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
284,Dr. Hamdy Ahmed Iraqy,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"El Sagha St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
285,Dr. Hamed Rashad Mohamed,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Elaiwa El Baniusy St. Off Sokar Banat St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
286,Dr. Hamouda Wahib Sherif,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"12 Seif El Nasr St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
287,Dr. Hany Afify,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Salah Kamel Hegazy St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
288,Dr. Hany El Kallaf,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Gamil St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
289,Dr. Hassan Tawfiq Abbas,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
290,Dr. Hatem Samir,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"3 Salem St. Off El Shemout St., Mansheyet El Nour, Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
291,Dr. Hazem Abdel Azim,🛍️ المتاجر والخدمات المختلفة,متاجر وخدمات مختلفة,أطباء وعيادات,,,مدينة بنها,"39 Saad Zaghloul St., Banha",,,,,,,,,,,,,,,False,False,Egypt Yellow Pages,,2026-09-18,,
